Icon,Name,Name 2,Name 3,Artist,Artist 2,Game,Game 2,Game 3,Pack,Update,Release,YouTube,Radio Station,Radio Station 2,DMCA Safe,Song Type,Original Song,Simlish,Album,Album 2,Album 3,Game Full Title
Sims2EP5_48.png,Rangdol,,,Dix Bruce,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=_Sqqhcc3WsM,Country,,Y,Original,,Y,,,,The Sims 2: Seasons
Sims2EP5_48.png,Rubber Backup,,,Dix Bruce,,The Sims 2,The Sims Pet Stories,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=JDs-Pt7QlEA,Country,,Y,Original,,N,"The Sims Social, Vol. 3: Metal, Country & Bluegrass",,,The Sims 2: Seasons
Sims2EP5_48.png,A Plangent Sough,,,Jerry Martin,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=hWrf28FamPY,New Age,,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,Cascade Bubbler,,,Jerry Martin,,The Sims 2,The Sims 4,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=74sv_fKyaTg,New Age,Retro,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,Celestial Bungalow,,,Jerry Martin,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=QHOLZ3jhwJo,New Age,,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,Frolicking Wind Dancer,,,Jerry Martin,,The Sims 2,The Sims 4,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=QN4s-YwYm2I,New Age,Retro,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,If You Really See Eurydice,,,Marc Russo,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=8LbO2Ek5nTo,New Age,,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,Tender Portions,,,Jerry Martin,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=wwlBqhha3zs,New Age,,Y,Original,,N,,,,The Sims 2: Seasons
Sims2EP5_48.png,Mr High and Mighty,,,Gov’t Mult,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=95Fym3ekNqM,Jam Bands,,N,Cover,https://www.youtube.com/watch?v=bTkhnIh0KVQ,Y,,,,The Sims 2: Seasons
Sims2EP5_48.png,N,,,The Breadbox Band,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=4JhtQnW4j-8,Jam Bands,,Y,Cover,https://www.youtube.com/watch?v=xgz5MUzPlKY,Y,,,,The Sims 2: Seasons
Sims2EP5_48.png,The Next One,,,The Chris McCarty Band,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=wkQkibIW8Oo,Jam Bands,,Y,Cover,https://www.youtube.com/watch?v=QBXW_0i5m20,Y,,,,The Sims 2: Seasons
Sims2EP5_48.png,Close Your Eyes,,,The String Cheese Incident,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=4I6lPGv7S00,Jam Bands,,N,Cover,https://www.youtube.com/watch?v=5GO8TpZA3AE,Y,,,,The Sims 2: Seasons
Sims2EP5_48.png,Blue Jeans Pizza,,,moe.,,The Sims 2,,,Seasons,,2007-03-01,https://www.youtube.com/watch?v=EsQOPJf2pDg,Jam Bands,,N,Cover,https://www.youtube.com/watch?v=P_dOUUPa0HU,Y,,,,The Sims 2: Seasons
Sims2SP4_48.png,Dancing Shoes,,,,,The Sims 2,,,Celebration! Stuff,,2007-04-03,https://www.youtube.com/watch?v=WCpErTrQbZ0,Pop,,Y,Original,,Y,,,,The Sims 2: Celebration! Stuff
Sims2SP4_48.png,New Baby,,,Dan Alvarez,,The Sims 2,,,Celebration! Stuff,,2007-04-03,https://www.youtube.com/watch?v=cqa0jF1_hfQ,Pop,,Y,Original,,Y,,,,The Sims 2: Celebration! Stuff
Sims2SP4_48.png,Say Ooh,,,Jacen Touchstone,,The Sims 2,,,Celebration! Stuff,,2007-04-03,https://www.youtube.com/watch?v=4VsKmrWHeUU,Pop,,Y,Original,,Y,,,,The Sims 2: Celebration! Stuff
Sims2SP4_48.png,Simple Sugar,,,Jacen Touchstone,,The Sims 2,,,Celebration! Stuff,,2007-04-03,https://www.youtube.com/watch?v=82GFROdKv24,Pop,,Y,Original,,Y,,,,The Sims 2: Celebration! Stuff
Sims2SP5_48.png,Smile,,,Jibbs,,The Sims 2,,,H&M Fashion Stuff,,2007-06-05,https://www.youtube.com/watch?v=F8dd09ytBQo,Hip Hop,,N,Cover,https://www.youtube.com/watch?v=TM_zTJO26UE,Y,,,,The Sims 2: H&M Fashion Stuff
Sims2SP5_48.png,The Game Song,,,Keke Palmer,,The Sims 2,,,H&M Fashion Stuff,,2007-06-05,https://www.youtube.com/watch?v=m26cHybfiCg,Pop,,N,Cover,https://www.youtube.com/watch?v=0_txvMjounQ,Y,,,,The Sims 2: H&M Fashion Stuff
Sims2SP5_48.png,We All Want The Same Thing,,,Kevin Michael,,The Sims 2,,,H&M Fashion Stuff,,2007-06-05,https://www.youtube.com/watch?v=iMVLIXxYb74,Pop,,N,Cover,https://www.youtube.com/watch?v=h8SyV1Pfuv0,Y,,,,The Sims 2: H&M Fashion Stuff
Sims2SP5_48.png,That Girl,,,NLT,,The Sims 2,,,H&M Fashion Stuff,,2007-06-05,https://www.youtube.com/watch?v=qZ91qH-8Bs8,Pop,,N,Cover,https://www.youtube.com/watch?v=XoYWGgjS8lg,Y,,,,The Sims 2: H&M Fashion Stuff
SimsPS_48.png,Here I Come,,,2 Bit Pie,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=qWs14LTh8H4,Electronica,,N,Instrumental,https://www.youtube.com/watch?v=RkD_1mjF6b8,N,,,,The Sims Pet Stories
SimsPS_48.png,Sonido Total,,,The Pinker Tones,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=TP7VXumBGP8,Electronica,,N,Instrumental,https://www.youtube.com/watch?v=t6nnS0vQHME,N,,,,The Sims Pet Stories
SimsPS_48.png,Touchpatico,,,Jacen Touchstone,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=MBVpXad2VPQ,Electronica,,Y,Original,,N,,,,The Sims Pet Stories
SimsPS_48.png,Also Ran,,,French Kicks,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=C-mricJvUHE,Indie,,N,Cover,https://www.youtube.com/watch?v=Rxhkgm7nAUs,Y,,,,The Sims Pet Stories
SimsPS_48.png,Given The Times,,,Malbec,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=dpe0FsMnspw,Indie,,Y,Cover,https://www.youtube.com/watch?v=ZglKYaphxzU,Y,,,,The Sims Pet Stories
SimsPS_48.png,Save Some,,,Glacier Hiking,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=0HTHwKvw4-g,Indie,,Y,Cover,https://www.youtube.com/watch?v=oJ1TltWw4uY,Y,,,,The Sims Pet Stories
SimsPS_48.png,Scratch Your Name,,,Noisettes,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=4V8EWAhhhYQ,Indie,,N,Cover,https://www.youtube.com/watch?v=MpUfRsoedqM,Y,,,,The Sims Pet Stories
SimsPS_48.png,Small Parts,,,The Oohlas,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=KLV-ACrYODo,Indie,,N,Cover,https://www.youtube.com/watch?v=1-OnqLjBP4Y,Y,,,,The Sims Pet Stories
SimsPS_48.png,Much Farther to Go,,,Rosie Thomas,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=Jps_qbkXs74,Pop,,N,Cover,https://www.youtube.com/watch?v=mW9Gacrlm2Q,Y,,,,The Sims Pet Stories
SimsPS_48.png,Pets Chocolate,,,The Humble Brothers,,The Sims Pet Stories,,,,,2007-06-15,https://www.youtube.com/watch?v=5oSLIONk9mA,,,Y,Original,,Y,,,,The Sims Pet Stories
Sims2EP6_48.png,Love Is Wicked,,,Brick&Lace,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=WvRmCTtVBF4,Pop,,N,Cover,https://www.youtube.com/watch?v=JNjO0Busqog,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Keep Me In your Pocket,,,Charlotte Martin,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=7IAx3066O0A,Pop,,N,Cover,https://www.youtube.com/watch?v=T05O99kX2Q0,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Angels,,,Hope,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=kZXLl2kYkxg,Pop,,Y,Original,,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,When Love Walks Away,,,The Sims feat. Jeannie Ortega,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=eMJJtQ_BFRo,Pop,,Y,Original,,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Wanna Fly,,,Vassy,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=Vlwy4to8_K4,Pop,,N,Cover,https://www.youtube.com/watch?v=Yu4e2rIt_Cc,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Hey Baby,,,Otto Sieben,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=G8DJJKqmwK8,Big Band,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Midnight Serenade,,,David Lindup,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=Rb3ozAMgRJk,Big Band,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Neo Swing,,,Otto Sieben,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=Xnv63byzKmw,Big Band,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Old New York,Manhattan Strut,,Ib Glindemann,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=DFhwL4vxL6Y,Big Band,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Welcome to Jamrock,,,Damien Jr. Gong Marley,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=EJDgpdjIM_c,Reggae,,N,Cover,https://www.youtube.com/watch?v=_GZlJGERbvE,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Sweet Music,,,Hawk,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=-cpr5_9yadk,Reggae,,N,Cover,https://www.youtube.com/watch?v=TYi4CF5ROhQ,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Backyard,,,Mad Caddies,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=bIyf8H9lg44,Reggae,,N,Cover,https://www.youtube.com/watch?v=A_O08uFQ9CM,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Mind Control,,,Stephen Marley,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=soDLVGKYhkI,Reggae,,N,Cover,,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,The Traffic Jam,,,Stephen Marley ft. Damian Jr. Gong Marley,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=RUn4M-FqaI4,Reggae,,N,Cover,https://www.youtube.com/watch?v=iqIn9N_fJJY,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Make Some Music,,,Ziggy Marley,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=39QXnLyL28A,Reggae,,N,Cover,https://www.youtube.com/watch?v=gLMDPJPXWIY,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Guitar Fiction,,,Clive Harrison,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=TN0GzYouXXk,Surf,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Guitar Tsunami,,,Eric Spencer,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=NJro6svtwlU,Surf,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Suntan Simanic,Suntan Satanic,,Jeff Coates & The Hangers,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=FWp8XAmEyf0,Surf,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Surf Guitar A Gogo,,,Eric Spencer,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=YqD9bAdYZoY,Surf,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Surfs Up,,,Jerry Burnham & Wayne Cook,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=zua4s2ByHiA,Surf,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Bom Dia Rio,,,Bossacucanova,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=XMvbLpWGyZ8,World,,N,Cover,https://www.youtube.com/watch?v=FXLxFCyDQg0,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Tum Bin Shyam,,,Cheb i Sabbah,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=QD-3WK_LCbA,World,,Y,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Scalliwag,,,Gaelic Storm,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=peq9wo-7vlM,World,,N,Cover,https://www.youtube.com/watch?v=AbjfNG9GlQs,Y,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Funky Nawari,,,Jef Stott,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=f5PmIJVp9V0,World,,N,Licensed,,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,Sultanas de Merkaillo,,,Ojos de Brujo,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=6WRzf6_TMt8,World,,N,Instrumental,https://www.youtube.com/watch?v=mAbA2sCFK6I,N,,,,The Sims 2: Bon Voyage
Sims2EP6_48.png,The One,,,Rocky Dawuni,,The Sims 2,,,Bon Voyage,,2007-09-04,https://www.youtube.com/watch?v=xxK6CTdxCSc,World,,N,Cover,https://www.youtube.com/watch?v=aCuHE214pmM,Y,,,,The Sims 2: Bon Voyage
MySimsDS_Icon.png,Music Player 1,,,"Noriko Ishida, Hirohito Tujii",,MySims DS,,,,,2007-09-18,https://www.youtube.com/watch?v=ayNhWQm0LME,,,Y,Original,,N,,,,MySims DS
MySimsDS_Icon.png,Music Player 2,,,"Noriko Ishida, Hirohito Tujii",,MySims DS,,,,,2007-09-18,https://www.youtube.com/watch?v=CKOJ271vf-0,,,Y,Original,,N,,,,MySims DS
MySimsDS_Icon.png,Music Player 3,,,"Noriko Ishida, Hirohito Tujii",,MySims DS,,,,,2007-09-18,https://www.youtube.com/watch?v=TbdgPwY0vvM,,,Y,Original,,N,,,,MySims DS
MySimsDS_Icon.png,Music Player 4,,,"Noriko Ishida, Hirohito Tujii",,MySims DS,,,,,2007-09-18,https://www.youtube.com/watch?v=KQSer7DcqUw,,,Y,Original,,N,,,,MySims DS
MySimsDS_Icon.png,Music Player 5,,,"Noriko Ishida, Hirohito Tujii",,MySims DS,,,,,2007-09-18,https://www.youtube.com/watch?v=c4rusxVKYFw,,,Y,Original,,N,,,,MySims DS
,Stereo 1,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=tOE47m3aRS4,,,Y,Original,,N,,,,MySims
,Stereo 2,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=C47uPKQgNq4,,,Y,Original,,N,,,,MySims
,Stereo 3,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=FlmG13vxeok,,,Y,Original,,N,,,,MySims
,Stereo 4,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=ELBkZdFNxms,,,Y,Original,,N,,,,MySims
,Stereo 5,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=0FzMVzgihww,,,Y,Original,,N,,,,MySims
,Jukebox 1,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=9tdrTNfJsas,,,Y,Original,,N,,,,MySims
,Jukebox 2,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=wWavKii-wr4,,,Y,Original,,N,,,,MySims
,Jukebox 3,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=sCuxoJp_mro,,,Y,Original,,N,,,,MySims
,Jukebox 4,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=koe4PHxOfi8,,,Y,Original,,N,,,,MySims
,Jukebox 5,,,Team Mutato Muzika,,MySims,,,,,2007-09-18,https://www.youtube.com/watch?v=iMvadO9qnFs,,,Y,Original,,N,,,,MySims
Sims2SP6_48.png,Is It Progression if A Cannibal Uses A Fork?,,,Chiodos,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=9HlqvS7X1zs,Metal,,N,Cover,https://www.youtube.com/watch?v=GvAF1Ie-uJE,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Anathamatics,,,Emanuel,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=0AW7BiuMH1g,Metal,,N,Cover,https://www.youtube.com/watch?v=uT5-e570i7o,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Cassie,,,Flyleaf,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=b6wUeqShWoE,Metal,,N,Cover,https://www.youtube.com/watch?v=07ziFREk2uE,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Halo,,,Machine Head,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=gzyS7Q5Hfs8,Metal,,N,Cover,https://www.youtube.com/watch?v=cFerqOU1iWU,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Our Time Is Now,,,Plain While T’s,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=iEGo0LAeDXI,Metal,,N,Cover,https://www.youtube.com/watch?v=sftymVyLb-Q,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Snake Devil,,,Scary Kids Scaring Kids,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=ZOAlhbRuAGY,Metal,,N,Cover,https://www.youtube.com/watch?v=dpVj6xCp-RY,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Sim To the Day,,,Jacen Touchstone,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=4tfFwj7XU4k,Metal,,Y,Original,,Y,,,,The Sims 2: Teen Style Stuff
Sims2SP6_48.png,Chocolate featuring Vanessa (SixAM remix),,,The Humble Brothers,,The Sims 2,,,Teen Style Stuff,,2007-11-05,https://www.youtube.com/watch?v=BKkR3jvyptM,Pop,,Y,Original,,Y,,,,The Sims 2: Teen Style Stuff
SimsCS_48.png,Seal In The Sea,Breeze,,Jerry Martin,,The Sims Castaway Stories,,,,,2008-01-29,https://www.youtube.com/watch?v=Wx6DzZ7JprM,Island,,Y,Original,,N,The Sims: Vacation (Original Soundtrack),,,The Sims Castaway Stories
SimsCS_48.png,Shaggy Sim,Hut on the Shore,,Marc Russo,,The Sims Castaway Stories,,,,,2008-01-29,https://www.youtube.com/watch?v=zf7COokVSuE,Island,,,Original,,Y,The Sims: Vacation (Original Soundtrack),,,The Sims Castaway Stories
SimsCS_48.png,Welcome To The Island,Island Boy,,Jerry Martin,,The Sims Castaway Stories,,,,,2008-01-29,https://www.youtube.com/watch?v=D2Cv5BgpkMM,Island,,Y,Original,,Y,The Sims: Vacation (Original Soundtrack),,,The Sims Castaway Stories
SimsCS_48.png,Coconuts In The Sand,Tropical Fresh,,Kirk Casey,,The Sims Castaway Stories,,,,,2008-01-29,https://www.youtube.com/watch?v=JD2i__QqVPQ,Island,,,Original,,Y,The Sims: Vacation (Original Soundtrack),,,The Sims Castaway Stories
SimsCS_48.png,Chimonganalai,Vacation,,Marc Russo,,The Sims Castaway Stories,,,,,2008-01-29,https://www.youtube.com/watch?v=Zh16w0skUro,Island,,Y,Original,,Y,The Sims: Vacation (Original Soundtrack),,,The Sims Castaway Stories
Sims2EP7_48.png,Pocket Full Of Sunshine,,,Natasha Bedingfield,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=nZkGZ-k-Gms,Pop,,N,Cover,https://www.youtube.com/watch?v=gte3BoXKwP0,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,Fa-Fa-Fa,,,Detarock,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=bu52uTQnU84,Indie Wave,,N,Cover,https://www.youtube.com/watch?v=N6xoFhkthls,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,It’s A Party,,,Fire Flies,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=E-J3cd4zKL0,Indie Wave,,Y,Cover,https://www.youtube.com/watch?v=Uhxw-ffO1ws,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,Into The Sun,,,Great Northern,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=IGNONjeD8R8,Indie Wave,,Y,Cover,https://www.youtube.com/watch?v=pekaiLvmMdo,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,Britney,,,It’s From Barcelona,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=tmzWFqYHbdY,Indie Wave,,N,Cover,https://www.youtube.com/watch?v=ng3IOvWan6Y,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,Take Out The Trash,,,They Might Be Giants,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=r-2FjDLYY3E,Indie Wave,,N,Cover,https://www.youtube.com/watch?v=EZ6_dQPW0CM,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,La Otra Princesa,,,Lara,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=exqNgCrLAEA,Pop,,N,Cover,https://www.youtube.com/watch?v=UeSGK3Rh6AI,Y,,,,The Sims 2: FreeTime
Sims2EP7_48.png,Your Forgiveness,,,Lexington Bridge,,The Sims 2,,,FreeTime,,2008-02-26,https://www.youtube.com/watch?v=VXB3zrnNR4U,Pop,,N,Cover,https://www.youtube.com/watch?v=Ts2pnkij5do,Y,,,,The Sims 2: FreeTime
Sims2SP7_48.png,Ejale,,,DJ Bitman,,The Sims 2,,,Kitchen & Bath Interior Design Stuff,,2008-04-15,https://www.youtube.com/watch?v=tQj1VXCWRAM,Salsa,,N,Licensed,,N,,,,The Sims 2: Kitchen & Bath Interior Design Stuff
Sims2SP7_48.png,La Gallina,,,Ozomatli,,The Sims 2,,,Kitchen & Bath Interior Design Stuff,,2008-04-15,https://www.youtube.com/watch?v=HgHTUhsHbFw,Salsa,,N,Cover,https://www.youtube.com/watch?v=GyOs50NE8u4,Y,,,,The Sims 2: Kitchen & Bath Interior Design Stuff
Sims2SP7_48.png,Sácala Bailar,,,Spanish Harlem Orchestra,,The Sims 2,,,Kitchen & Bath Interior Design Stuff,,2008-04-15,https://www.youtube.com/watch?v=nXJ1ZCJVBBw,Salsa,,Y,Cover,https://www.youtube.com/watch?v=LsvReahKTr8,Y,,,,The Sims 2: Kitchen & Bath Interior Design Stuff
Sims2SP7_48.png,Machito Forever (Cut Chemist Remix),,,Tito Puente,,The Sims 2,,,Kitchen & Bath Interior Design Stuff,,2008-04-15,https://www.youtube.com/watch?v=ZWiYB0dDMwA,Salsa,,N,Licensed,,N,,,,The Sims 2: Kitchen & Bath Interior Design Stuff
Sims2SP8_48.png,Let Her Go,,,Miss Li,,The Sims 2,,,IKEA Home Stuff,,2008-06-24,https://www.youtube.com/watch?v=YdsNi0xolyE,Pop,,N,Cover,https://www.youtube.com/watch?v=145Ju-GRrTc,Y,,,,The Sims 2: IKEA Home Stuff
Sims2SP8_48.png,Bonichita Kitcha,Konichiwa Bitches,,Robyn,,The Sims 2,The Sims Pet Stories,,IKEA Home Stuff,,2008-06-24,https://www.youtube.com/watch?v=LjtG4p-0aBQ,Pop,,N,Cover,https://www.youtube.com/watch?v=G3Co9GxHJg0,Y,,,,The Sims 2: IKEA Home Stuff
Sims2SP8_48.png,Scandinavian Decay,,,Surferosa,,The Sims 2,,,IKEA Home Stuff,,2008-06-24,https://www.youtube.com/watch?v=P8pLFObkE6w,Pop,,N,Cover,https://www.youtube.com/watch?v=FNJfUgsDt6Q,Y,,,,The Sims 2: IKEA Home Stuff
Sims2SP8_48.png,Into the Light,,,The Alexandria Quartet,,The Sims 2,,,IKEA Home Stuff,,2008-06-24,https://www.youtube.com/watch?v=eb7791qkJI8,Pop,,N,Cover,https://www.youtube.com/watch?v=83W3FvKsw5Q,Y,,,,The Sims 2: IKEA Home Stuff
Sims2SP8_48.png,Sunset Blvd,,,pacific!,,The Sims 2,,,IKEA Home Stuff,,2008-06-24,https://www.youtube.com/watch?v=4z60JD6r4O0,Pop,,Y,Cover,https://www.youtube.com/watch?v=-TDoF8oe1dk,Y,,,,The Sims 2: IKEA Home Stuff
Sims2EP8_48.png,Sweet About Me,,,Gabriella Cilmi,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=H2LA7ZDzSlI,Pop,,N,Cover,https://www.youtube.com/watch?v=qvuyYj5ROmk,Y,,,,The Sims 2: Apartment Life
Sims2EP8_48.png,Where Would We Be Now,,,Good Charlotte,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=SIOCZOyKlM8,Pop,,N,Cover,https://www.youtube.com/watch?v=UluO8cw76TU,Y,,,,The Sims 2: Apartment Life
Sims2EP8_48.png,Violet Stars Happy Hunting!,,,Janelle Monae,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=KbaG-eGEExU,Pop,,N,Cover,https://www.youtube.com/watch?v=AyGZcNsQIJk,Y,,,,The Sims 2: Apartment Life
Sims2EP8_48.png,Crazy,,,Jem,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=vQuzm-zkVdU,Pop,,N,Cover,https://www.youtube.com/watch?v=rfXrUt12Jis,Y,,,,The Sims 2: Apartment Life
Sims2EP8_48.png,Hot N Cold,,,Katy Perry,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=klz3PKYaBCw,Pop,,N,Cover,https://www.youtube.com/watch?v=kTHNpusq654,Y,,,,The Sims 2: Apartment Life
Sims2EP8_48.png,This Is A Test,,,Shock of Pleasure,,The Sims 2,,,Apartment Life,,2008-08-25,https://www.youtube.com/watch?v=-43S9h7ShWI,Pop,,N,Cover,https://www.youtube.com/watch?v=RvE0_VKWXfY,Y,,,,The Sims 2: Apartment Life
